epoch,loss,val_loss
0,55.38810434651284,40.54641694136078
1,38.62430455809874,33.24901815437834
2,31.890649158924905,44.44853330936967
3,27.75328305210575,58.79174299812413
4,25.091991727818126,31.75782401623055
5,23.304153402397333,45.903281528141385
6,21.953396789966302,30.77164875180566
7,21.066294516827305,27.71500753286326
8,20.132029481377625,15.55515711462624
